transaction_id,transaction_date,region,product,quantity,unit_price,revenue,cost
943,2024-05-31,Europe,Laptop,9,74.98,674.82,504.34
944,2024-04-25,Asia Pacific,Webcam,9,383.02,3447.18,2408.28
945,2024-12-12,Europe,Mouse,7,51.53,360.71,234.98
946,2024-04-17,Latin America,Keyboard,4,426.58,1706.32,960.05
947,2024-04-06,North America,Monitor,6,142.31,853.86,526.57
948,2025-02-08,Latin America,Webcam,3,310.65,931.95,604.49
949,2024-01-11,North America,Laptop,5,53.08,265.4,204.96
950,2025-05-04,Asia Pacific,Headphones,1,199.67,199.67,127.18
951,2025-04-06,Latin America,Mouse,9,337.55,3037.95,2212.31
952,2025-05-08,Europe,Keyboard,6,468.35,2810.1,2147.39
953,2024-07-01,Latin America,Mouse,4,128.71,514.84,320.98
954,2024-11-13,Europe,Monitor,9,304.63,2741.67,1508.75
955,2024-07-21,Asia Pacific,Mouse,5,481.26,2406.3,1559.77
956,2024-11-18,Europe,Keyboard,7,86.27,603.89,320.98
957,2024-01-31,Asia Pacific,Webcam,7,270.46,1893.22,1258.97
958,2024-09-25,North America,Webcam,3,64.38,193.14,151.29
959,2024-07-14,North America,Laptop,3,108.18,324.54,163.49
960,2024-05-05,Asia Pacific,Monitor,9,257.02,2313.18,1850.18
961,2025-01-19,Europe,Laptop,3,413.9,1241.7,735.83
962,2024-09-28,Asia Pacific,Headphones,3,422.44,1267.32,851.18
963,2024-07-28,North America,Mouse,2,62.64,125.28,82.56
964,2024-04-18,North America,Laptop,6,296.62,1779.72,1221.49
965,2025-05-04,Europe,Monitor,5,213.12,1065.6,754.77
966,2024-08-26,Latin America,Mouse,10,455.83,4558.3,2875.05
967,2024-02-16,Asia Pacific,Monitor,8,466.91,3735.28,2058.6
968,2024-08-03,Europe,Monitor,9,214.69,1932.21,1319.29
969,2024-09-18,Asia Pacific,Mouse,5,221.79,1108.95,812.42
970,2024-02-04,Europe,Laptop,10,255.63,2556.3,1841.94
971,2024-09-27,Asia Pacific,Laptop,4,344.75,1379.0,770.73
972,2024-08-17,North America,Keyboard,9,84.23,758.07,447.22
973,2024-11-09,Asia Pacific,Webcam,5,262.87,1314.35,1017.98
974,2024-12-24,Asia Pacific,Mouse,8,365.11,2920.88,2325.71
975,2024-01-07,Latin America,Laptop,6,359.88,2159.28,1100.24
976,2024-07-24,Asia Pacific,Monitor,6,214.27,1285.62,903.69
977,2024-10-22,Asia Pacific,Keyboard,2,465.71,931.42,700.83
978,2025-01-07,Latin America,Keyboard,6,276.06,1656.36,1154.27
979,2024-08-07,Europe,Monitor,6,71.3,427.8,264.92
980,2025-04-26,Latin America,Keyboard,8,367.35,2938.8,1810.44
981,2024-10-19,Europe,Monitor,6,382.42,2294.52,1824.39
982,2025-02-15,Latin America,Monitor,8,270.89,2167.12,1233.18
983,2024-10-25,Latin America,Webcam,5,322.26,1611.3,1226.73
984,2024-06-24,Latin America,Laptop,8,460.31,3682.48,2271.46
985,2024-08-04,Latin America,Mouse,2,69.33,138.66,89.35
986,2025-01-08,Latin America,Keyboard,2,220.04,440.08,306.61
987,2024-04-29,North America,Webcam,2,385.69,771.38,486.23
988,2024-01-16,Latin America,Laptop,8,399.6,3196.8,1852.54
989,2024-06-09,Latin America,Laptop,10,177.26,1772.6,1215.93
990,2024-07-01,Asia Pacific,Webcam,7,134.36,940.52,601.62
991,2024-02-19,Asia Pacific,Webcam,7,38.68,270.76,173.41
992,2024-04-26,North America,Webcam,1,208.44,208.44,108.21
993,2025-02-23,Europe,Mouse,6,266.29,1597.74,1155.99
994,2024-08-28,Asia Pacific,Webcam,1,219.07,219.07,174.78
995,2024-07-06,Europe,Keyboard,4,364.03,1456.12,986.01
996,2024-07-11,North America,Keyboard,10,472.99,4729.9,2470.57
997,2024-09-25,Latin America,Laptop,3,458.41,1375.23,828.71
998,2024-11-08,Europe,Mouse,7,479.54,3356.78,1791.16
999,2025-03-21,Asia Pacific,Laptop,8,50.56,404.48,291.94
1000,2025-01-07,North America,Webcam,4,466.75,1867.0,1417.7
1001,2024-07-17,North America,Mouse,1,343.09,343.09,263.19
1002,2025-04-11,Latin America,Webcam,5,408.62,2043.1,1109.51
1003,2024-09-08,North America,Monitor,8,396.46,3171.68,2518.15
1004,2024-06-05,Europe,Monitor,9,437.87,3940.83,3098.96
1005,2024-03-11,Latin America,Mouse,1,436.57,436.57,337.34
1006,2025-03-02,Europe,Keyboard,1,86.2,86.2,64.12
1007,2024-11-19,Asia Pacific,Monitor,7,143.27,1002.89,792.24
1008,2024-11-22,Asia Pacific,Laptop,10,461.1,4611.0,3150.1
1009,2025-05-05,Europe,Laptop,9,373.47,3361.23,2507.09
1010,2024-10-15,Europe,Monitor,1,118.0,118.0,64.41
1011,2025-01-19,Asia Pacific,Laptop,7,54.88,384.16,255.52
1012,2024-05-04,Asia Pacific,Webcam,4,113.48,453.92,234.51
1013,2024-05-11,Latin America,Monitor,4,425.49,1701.96,885.44
1014,2024-01-05,Asia Pacific,Mouse,7,310.62,2174.34,1311.92
1015,2024-05-24,Europe,Monitor,3,239.87,719.61,511.74
1016,2024-11-26,Asia Pacific,Laptop,7,51.39,359.73,282.0
1017,2024-12-16,North America,Keyboard,5,285.73,1428.65,869.07
1018,2025-01-01,Asia Pacific,Webcam,5,153.86,769.3,522.22
1019,2024-02-11,Europe,Mouse,5,92.25,461.25,290.08
1020,2024-02-25,Europe,Keyboard,5,347.58,1737.9,931.04
1021,2024-06-16,Latin America,Headphones,6,139.58,837.48,442.91
1022,2024-11-01,North America,Monitor,4,34.01,136.04,102.67
1023,2024-09-19,Latin America,Laptop,4,431.24,1724.96,1190.11
1024,2025-02-26,Europe,Laptop,9,82.53,742.77,468.68
1025,2025-03-19,Latin America,Monitor,9,132.51,1192.59,848.65
1026,2024-05-25,Latin America,Laptop,2,76.14,152.28,100.12
1027,2024-04-28,Asia Pacific,Mouse,1,496.28,496.28,272.61
1028,2024-08-03,Latin America,Monitor,6,373.7,2242.2,1522.31
1029,2024-08-29,Europe,Laptop,4,352.19,1408.76,979.98
1030,2024-02-21,Latin America,Webcam,2,350.89,701.78,397.39
1031,2024-08-04,North America,Headphones,8,297.12,2376.96,1286.01
1032,2025-04-12,Europe,Webcam,10,333.01,3330.1,2659.01
1033,2024-07-15,Asia Pacific,Laptop,2,226.49,452.98,286.24
1034,2025-02-07,Asia Pacific,Mouse,1,463.86,463.86,308.07
1035,2025-03-13,Latin America,Monitor,10,77.95,779.5,407.22
1036,2024-09-30,Europe,Headphones,2,100.51,201.02,138.15
1037,2024-01-30,North America,Headphones,3,318.06,954.18,614.52
1038,2024-02-05,Latin America,Monitor,10,469.74,4697.4,2701.37
1039,2024-05-16,Europe,Mouse,7,108.82,761.74,413.67
1040,2025-01-09,North America,Monitor,2,412.46,824.92,658.13
1041,2024-06-05,Latin America,Keyboard,6,408.74,2452.44,1473.06
1042,2024-03-07,Asia Pacific,Monitor,5,441.41,2207.05,1580.85
1043,2025-01-01,North America,Webcam,6,322.15,1932.9,1244.96
1044,2024-05-15,Asia Pacific,Mouse,5,90.45,452.25,279.96
1045,2024-07-31,Asia Pacific,Mouse,9,163.39,1470.51,877.08
1046,2024-02-08,Europe,Headphones,8,212.45,1699.6,911.55
1047,2024-11-10,North America,Monitor,6,482.75,2896.5,1724.94
1048,2024-10-25,Asia Pacific,Laptop,5,180.68,903.4,467.04
1049,2024-09-11,North America,Laptop,1,171.55,171.55,98.74
1050,2025-01-31,North America,Keyboard,8,105.88,847.04,497.69
1051,2024-07-05,Latin America,Mouse,8,56.83,454.64,359.0
1052,2024-02-09,Asia Pacific,Mouse,4,189.27,757.08,457.11
1053,2024-07-17,North America,Laptop,7,125.22,876.54,507.54
1054,2024-03-05,Latin America,Laptop,2,162.65,325.3,213.89
1055,2025-01-22,Europe,Mouse,9,199.72,1797.48,1003.55
1056,2024-01-07,Latin America,Webcam,2,156.34,312.68,171.95
1057,2025-04-11,North America,Laptop,6,447.69,2686.14,1573.56
1058,2024-01-17,Asia Pacific,Headphones,7,388.83,2721.81,1798.9
1059,2024-03-28,Asia Pacific,Mouse,2,418.47,836.94,491.01
1060,2024-11-11,North America,Mouse,3,396.65,1189.95,661.34
1061,2024-05-24,Asia Pacific,Keyboard,5,158.41,792.05,452.86
1062,2024-02-03,Europe,Keyboard,2,470.67,941.34,498.63
1063,2025-01-20,Asia Pacific,Laptop,10,359.21,3592.1,2770.71
1064,2024-03-07,Latin America,Mouse,7,296.16,2073.12,1563.82
1065,2024-05-21,Asia Pacific,Laptop,5,95.82,479.1,259.73
1066,2024-12-17,Latin America,Monitor,6,410.98,2465.88,1574.22
1067,2025-01-15,Europe,Laptop,6,169.62,1017.72,621.54
1068,2024-03-25,North America,Webcam,1,345.41,345.41,271.14
1069,2024-11-27,Asia Pacific,Keyboard,10,366.84,3668.4,2203.86
1070,2024-01-11,Latin America,Mouse,5,98.67,493.35,331.61
1071,2025-05-07,Asia Pacific,Monitor,7,315.18,2206.26,1529.25
1072,2025-03-20,Europe,Webcam,7,98.81,691.67,346.22
1073,2024-09-29,Latin America,Headphones,6,67.38,404.28,316.68
1074,2024-09-22,Europe,Headphones,7,133.12,931.84,655.25
1075,2024-07-28,North America,Headphones,4,49.85,199.4,151.13
1076,2024-08-22,Latin America,Headphones,2,402.91,805.82,637.6
1077,2024-01-17,Europe,Mouse,6,355.82,2134.92,1382.32
1078,2024-03-13,North America,Laptop,4,481.08,1924.32,1261.72
1079,2024-07-23,Latin America,Mouse,10,269.53,2695.3,1435.06
1080,2024-05-20,Europe,Webcam,8,433.06,3464.48,1780.95
1081,2024-09-23,Asia Pacific,Headphones,2,27.8,55.6,29.56
1082,2025-02-19,North America,Monitor,1,122.32,122.32,89.66
1083,2024-10-22,Europe,Keyboard,2,214.58,429.16,256.2
1084,2024-02-18,Latin America,Monitor,2,240.29,480.58,373.86
1085,2024-12-21,Asia Pacific,Headphones,8,492.19,3937.52,2623.75
1086,2024-01-15,North America,Laptop,10,424.41,4244.1,3358.63
1087,2024-01-30,Asia Pacific,Laptop,8,147.49,1179.92,823.77
1088,2025-02-07,Latin America,Laptop,3,431.76,1295.28,1013.56
1089,2024-05-04,Latin America,Laptop,1,364.87,364.87,284.6
1090,2025-02-19,Asia Pacific,Monitor,7,356.41,2494.87,1699.6
1091,2024-07-20,Asia Pacific,Mouse,8,399.04,3192.32,1629.07
1092,2024-10-23,Asia Pacific,Monitor,1,163.12,163.12,94.81
1093,2024-09-27,Asia Pacific,Monitor,9,421.29,3791.61,2827.54
1094,2024-08-10,Asia Pacific,Monitor,8,328.93,2631.44,1462.05
1095,2024-08-05,Europe,Webcam,7,499.78,3498.46,2335.27
1096,2024-10-09,North America,Keyboard,7,108.95,762.65,489.71
1097,2025-02-02,Asia Pacific,Mouse,7,262.01,1834.07,1194.29
1098,2024-12-26,Latin America,Webcam,9,136.91,1232.19,844.16
1099,2025-02-12,Latin America,Headphones,6,115.98,695.88,552.46
1100,2024-02-18,Asia Pacific,Laptop,5,411.69,2058.45,1156.36
1101,2024-05-12,Europe,Laptop,8,204.69,1637.52,1193.56
1102,2024-12-30,North America,Headphones,9,363.12,3268.08,2348.79
1103,2024-04-17,Latin America,Laptop,9,295.13,2656.17,1664.67
1104,2024-06-21,Latin America,Mouse,8,114.69,917.52,696.86
1105,2025-04-24,Latin America,Mouse,8,95.74,765.92,428.58
1106,2025-03-07,Latin America,Laptop,7,391.1,2737.7,2056.88
1107,2024-10-23,Asia Pacific,Headphones,4,490.46,1961.84,1068.27
1108,2025-05-11,Asia Pacific,Laptop,3,216.81,650.43,378.34
1109,2024-11-04,Asia Pacific,Webcam,1,187.29,187.29,140.87
1110,2024-04-06,Asia Pacific,Monitor,2,486.92,973.84,608.36
1111,2024-01-17,Europe,Laptop,8,498.91,3991.28,2035.26
1112,2025-04-16,Latin America,Monitor,2,173.79,347.58,219.29
1113,2025-02-07,Europe,Laptop,7,352.32,2466.24,1419.98
1114,2024-02-26,North America,Webcam,8,351.23,2809.84,2173.33
1115,2024-04-04,Europe,Webcam,6,285.85,1715.1,1358.19
1116,2025-01-11,Asia Pacific,Mouse,9,333.12,2998.08,2066.96
1117,2024-06-16,Europe,Laptop,9,387.88,3490.92,2392.93
1118,2024-06-17,Latin America,Mouse,4,419.4,1677.6,1238.78
1119,2024-11-25,Latin America,Headphones,5,471.97,2359.85,1537.1
1120,2024-04-21,Europe,Mouse,7,320.56,2243.92,1235.26
1121,2024-06-17,Latin America,Headphones,5,78.32,391.6,266.16
1122,2025-04-16,Asia Pacific,Webcam,3,197.25,591.75,312.82
1123,2025-02-19,Asia Pacific,Webcam,9,259.12,2332.08,1328.49
1124,2024-10-12,Latin America,Headphones,9,181.41,1632.69,1055.53
1125,2024-08-16,Europe,Mouse,4,439.2,1756.8,1311.1
1126,2024-07-01,North America,Laptop,3,230.16,690.48,513.22
1127,2025-01-13,North America,Keyboard,9,51.15,460.35,290.6
1128,2024-05-08,Asia Pacific,Monitor,4,242.55,970.2,773.76
1129,2024-09-12,Europe,Webcam,10,46.68,466.8,352.97
1130,2024-05-26,North America,Keyboard,9,143.96,1295.64,826.55
1131,2024-09-23,Asia Pacific,Monitor,5,119.56,597.8,353.61
1132,2025-04-11,Europe,Headphones,6,408.48,2450.88,1853.01
1133,2025-03-09,Europe,Monitor,3,488.14,1464.42,856.55
1134,2024-04-26,North America,Mouse,3,281.31,843.93,471.26
1135,2025-02-05,Europe,Webcam,7,99.41,695.87,391.6
1136,2024-05-05,Asia Pacific,Mouse,4,115.07,460.28,255.28
1137,2024-12-15,Asia Pacific,Headphones,9,92.56,833.04,575.66
1138,2024-05-21,Europe,Mouse,5,346.87,1734.35,1332.12
1139,2025-04-06,Latin America,Webcam,1,427.58,427.58,226.42
1140,2025-01-14,Europe,Headphones,10,476.78,4767.8,2530.35
1141,2025-03-17,Europe,Mouse,5,280.18,1400.9,906.54
1142,2025-04-22,North America,Headphones,4,487.17,1948.68,1188.28
1143,2024-07-09,Latin America,Keyboard,1,172.49,172.49,96.93
1144,2024-07-29,Europe,Mouse,4,78.7,314.8,191.56
1145,2024-07-17,Europe,Monitor,9,442.01,3978.09,2581.6
1146,2024-05-16,Latin America,Headphones,5,462.12,2310.6,1216.01
1147,2024-01-16,Asia Pacific,Laptop,1,302.92,302.92,195.18
1148,2024-10-13,Europe,Monitor,5,99.56,497.8,362.94
1149,2024-09-07,Europe,Headphones,5,425.4,2127.0,1129.6
1150,2024-02-20,North America,Laptop,5,333.8,1669.0,1249.39
1151,2024-05-25,Europe,Monitor,1,493.95,493.95,394.06
1152,2024-06-24,Europe,Laptop,9,397.25,3575.25,2721.89
1153,2024-02-03,Latin America,Laptop,3,47.89,143.67,94.7
1154,2025-03-27,Latin America,Laptop,3,388.95,1166.85,923.31
1155,2025-04-03,Asia Pacific,Monitor,5,272.86,1364.3,743.11
1156,2024-06-08,Latin America,Keyboard,9,31.51,283.59,206.03
1157,2024-01-18,Asia Pacific,Keyboard,6,220.1,1320.6,1015.03
1158,2024-02-19,Europe,Mouse,5,243.04,1215.2,812.55
1159,2025-01-13,Asia Pacific,Headphones,8,371.83,2974.64,1528.73
1160,2024-05-14,North America,Mouse,3,380.5,1141.5,794.01
1161,2024-09-12,Asia Pacific,Mouse,6,469.86,2819.16,2104.66
1162,2024-10-19,Asia Pacific,Webcam,9,156.95,1412.55,925.24
1163,2025-01-15,Europe,Keyboard,8,352.33,2818.64,1728.3
1164,2024-04-25,Asia Pacific,Mouse,7,341.29,2389.03,1826.39
1165,2024-08-22,Europe,Monitor,1,237.1,237.1,177.76
1166,2024-08-27,Europe,Mouse,6,119.81,718.86,571.62
1167,2024-06-15,North America,Webcam,9,259.77,2337.93,1856.77
1168,2024-05-21,Latin America,Mouse,6,419.24,2515.44,1428.36
1169,2025-04-02,Asia Pacific,Mouse,8,95.74,765.92,470.47
1170,2024-06-06,Latin America,Keyboard,10,255.44,2554.4,1614.88
1171,2025-04-21,Latin America,Monitor,10,60.09,600.9,380.21
1172,2024-01-21,Latin America,Keyboard,4,120.91,483.64,328.17
1173,2024-11-28,Latin America,Keyboard,10,159.4,1594.0,958.31
1174,2024-02-02,Europe,Keyboard,6,294.6,1767.6,1247.88
1175,2024-07-20,North America,Headphones,10,444.63,4446.3,2563.22
1176,2024-03-30,North America,Monitor,5,251.03,1255.15,733.31
1177,2024-07-03,North America,Webcam,1,240.9,240.9,144.54
1178,2024-04-04,Europe,Laptop,2,92.85,185.7,126.65
1179,2024-11-04,North America,Laptop,5,22.65,113.25,61.66
1180,2024-09-29,Europe,Webcam,9,139.1,1251.9,856.22
1181,2024-02-23,Europe,Webcam,2,463.51,927.02,489.09
1182,2024-05-03,Latin America,Keyboard,1,199.71,199.71,118.63
1183,2025-04-30,Asia Pacific,Keyboard,4,246.72,986.88,625.51
1184,2024-06-18,North America,Mouse,5,65.2,326.0,199.99
1185,2024-02-20,Latin America,Mouse,1,130.05,130.05,98.17
1186,2024-01-22,Europe,Mouse,7,476.48,3335.36,2622.6
1187,2024-08-06,Asia Pacific,Monitor,9,221.73,1995.57,1416.71
1188,2024-07-15,Europe,Keyboard,8,276.32,2210.56,1135.75
1189,2024-02-27,Asia Pacific,Headphones,1,165.94,165.94,84.22
1190,2024-05-30,Latin America,Mouse,2,118.36,236.72,134.97
1191,2024-12-12,Europe,Monitor,6,248.63,1491.78,1122.49
1192,2024-06-16,Latin America,Monitor,10,471.05,4710.5,3412.84
1193,2024-09-01,Latin America,Monitor,4,25.24,100.96,63.34
1194,2024-10-24,Latin America,Webcam,2,231.54,463.08,317.95
1195,2024-01-08,Latin America,Laptop,10,125.87,1258.7,754.12
1196,2024-05-21,Latin America,Monitor,4,213.32,853.28,458.99
1197,2024-09-23,Asia Pacific,Headphones,6,153.44,920.64,506.44
1198,2024-01-03,Latin America,Webcam,1,211.85,211.85,110.89
1199,2024-03-09,North America,Monitor,2,485.07,970.14,773.11
1200,2024-05-09,Latin America,Headphones,1,55.4,55.4,37.31
1201,2025-02-01,Europe,Mouse,4,324.38,1297.52,767.34
1202,2024-09-19,North America,Keyboard,6,41.13,246.78,145.66
1203,2025-02-13,Asia Pacific,Mouse,4,244.21,976.84,617.41
1204,2024-09-06,Latin America,Keyboard,7,180.58,1264.06,998.87
1205,2025-02-27,Europe,Headphones,2,198.21,396.42,231.04
1206,2024-05-26,Europe,Webcam,10,324.59,3245.9,2431.19
1207,2024-04-21,Latin America,Headphones,9,113.7,1023.3,670.11
1208,2025-02-26,Asia Pacific,Webcam,10,396.94,3969.4,3092.82
1209,2024-09-26,Europe,Keyboard,1,263.1,263.1,199.69
1210,2024-11-04,North America,Webcam,3,263.85,791.55,550.44
1211,2024-10-04,Asia Pacific,Laptop,9,184.46,1660.14,1092.31
1212,2024-08-12,Europe,Headphones,3,475.88,1427.64,1029.46
1213,2024-12-10,Latin America,Headphones,2,76.65,153.3,80.85
1214,2025-02-23,North America,Mouse,3,379.81,1139.43,607.18
1215,2025-05-15,Europe,Laptop,10,417.06,4170.6,2390.09
1216,2024-10-13,North America,Laptop,5,358.19,1790.95,1327.68
1217,2024-10-25,North America,Mouse,8,495.68,3965.44,2569.68
1218,2024-04-16,Asia Pacific,Mouse,8,483.92,3871.36,1978.04
1219,2025-03-01,Asia Pacific,Monitor,4,31.85,127.4,65.67
1220,2024-03-26,North America,Laptop,3,297.77,893.31,567.54
1221,2024-12-02,Asia Pacific,Keyboard,5,191.1,955.5,686.1
1222,2024-01-15,Asia Pacific,Keyboard,7,81.71,571.97,333.72
1223,2025-04-02,Europe,Monitor,5,240.7,1203.5,838.8
1224,2024-02-18,Asia Pacific,Monitor,10,444.21,4442.1,2799.72
1225,2024-09-22,North America,Laptop,7,153.33,1073.31,659.39
1226,2024-03-10,Asia Pacific,Webcam,3,62.93,188.79,123.25
1227,2024-11-22,Asia Pacific,Headphones,3,283.33,849.99,429.5
1228,2024-10-16,North America,Webcam,4,186.76,747.04,429.84
1229,2024-02-14,Asia Pacific,Keyboard,10,404.07,4040.7,2518.94
1230,2024-11-06,North America,Keyboard,3,138.94,416.82,274.7
1231,2024-09-16,North America,Headphones,8,26.02,208.16,117.29
1232,2024-12-06,Latin America,Headphones,10,216.65,2166.5,1550.69
1233,2024-07-24,Latin America,Monitor,4,219.36,877.44,597.15
1234,2025-01-31,Europe,Mouse,6,83.09,498.54,364.64
1235,2025-05-11,Europe,Webcam,5,442.77,2213.85,1357.35
1236,2024-03-25,North America,Webcam,10,361.58,3615.8,2230.98
1237,2025-05-01,Europe,Monitor,9,186.88,1681.92,973.15
1238,2024-02-28,Asia Pacific,Laptop,7,358.34,2508.38,1433.33
1239,2024-01-10,Asia Pacific,Mouse,5,475.28,2376.4,1632.03
1240,2025-05-06,North America,Webcam,7,65.87,461.09,338.65
1241,2024-10-12,North America,Headphones,3,83.33,249.99,165.27
1242,2024-08-23,Asia Pacific,Laptop,6,268.73,1612.38,1194.02
1243,2024-04-03,Latin America,Keyboard,10,80.41,804.1,614.19
1244,2024-12-17,North America,Keyboard,3,487.74,1463.22,999.13
1245,2024-06-17,Latin America,Laptop,1,420.24,420.24,314.55
1246,2024-12-17,Latin America,Webcam,7,103.79,726.53,404.81
1247,2024-02-13,North America,Monitor,8,294.66,2357.28,1266.07
1248,2024-10-10,Europe,Laptop,6,142.33,853.98,630.66
1249,2025-04-22,Asia Pacific,Keyboard,7,116.58,816.06,420.58
1250,2025-03-04,Latin America,Mouse,8,254.17,2033.36,1418.66
1251,2025-02-09,Latin America,Webcam,3,203.62,610.86,350.83
1252,2025-04-25,North America,Webcam,1,489.46,489.46,252.52
1253,2024-10-26,Europe,Laptop,10,482.07,4820.7,3600.69
1254,2025-04-04,Europe,Laptop,2,496.14,992.28,528.08
1255,2024-03-01,North America,Headphones,8,496.42,3971.36,2964.39
1256,2025-02-16,Asia Pacific,Mouse,3,97.17,291.51,211.57
1257,2024-12-27,North America,Headphones,2,263.37,526.74,302.35
1258,2025-03-06,North America,Monitor,1,164.27,164.27,115.8
1259,2024-11-26,Asia Pacific,Mouse,1,401.49,401.49,210.24
1260,2024-04-24,Latin America,Laptop,6,152.45,914.7,666.58
1261,2024-05-26,Europe,Webcam,3,44.34,133.02,76.19
1262,2024-04-22,Asia Pacific,Monitor,7,260.65,1824.55,1223.03
1263,2024-01-26,Europe,Webcam,2,464.29,928.58,656.76
1264,2024-06-20,Europe,Headphones,3,298.33,894.99,640.58
1265,2024-01-18,Europe,Mouse,3,103.73,311.19,164.67
1266,2024-10-20,North America,Headphones,6,433.89,2603.34,1441.21
1267,2025-01-29,Europe,Headphones,5,149.11,745.55,567.09
1268,2024-05-08,Europe,Laptop,2,131.29,262.58,188.23
1269,2024-12-28,Asia Pacific,Headphones,4,363.27,1453.08,834.8
1270,2024-06-20,Latin America,Mouse,3,211.77,635.31,458.86
1271,2024-08-07,Europe,Mouse,4,389.85,1559.4,1014.04
1272,2025-03-18,North America,Headphones,4,248.33,993.32,514.65
1273,2024-06-18,Latin America,Keyboard,1,358.94,358.94,269.26
1274,2024-01-04,Asia Pacific,Monitor,7,375.48,2628.36,1711.64
1275,2024-01-30,North America,Monitor,6,326.22,1957.32,1131.16
1276,2025-04-01,North America,Webcam,4,442.98,1771.92,1029.34
1277,2024-02-07,Latin America,Webcam,9,125.39,1128.51,878.17
1278,2024-06-25,North America,Keyboard,10,404.27,4042.7,2574.35
1279,2024-02-23,North America,Webcam,10,45.72,457.2,320.65
1280,2025-02-14,Asia Pacific,Monitor,2,415.78,831.56,619.98
1281,2024-05-12,North America,Monitor,8,284.82,2278.56,1778.82
1282,2024-04-25,Europe,Laptop,4,221.81,887.24,643.61
1283,2025-03-04,Latin America,Webcam,5,83.06,415.3,303.3
1284,2025-01-20,North America,Keyboard,10,69.03,690.3,484.62
1285,2024-12-29,Latin America,Laptop,6,54.36,326.16,249.35
1286,2024-10-10,Asia Pacific,Webcam,8,494.59,3956.72,3023.67
1287,2024-09-02,North America,Monitor,5,32.48,162.4,125.32
1288,2025-05-07,Latin America,Webcam,8,204.59,1636.72,1201.86
1289,2024-05-25,Latin America,Keyboard,1,201.49,201.49,122.0
1290,2024-07-21,Asia Pacific,Mouse,9,478.67,4308.03,2915.03
1291,2025-03-30,North America,Mouse,4,50.98,203.92,115.61
1292,2024-11-24,North America,Laptop,9,381.92,3437.28,2254.79
1293,2025-01-23,Latin America,Webcam,4,100.22,400.88,206.52
1294,2024-01-17,North America,Headphones,9,297.07,2673.63,2003.76
1295,2025-02-01,Latin America,Keyboard,7,292.69,2048.83,1566.68
1296,2025-03-17,Asia Pacific,Monitor,7,286.29,2004.03,1457.48
1297,2024-10-01,North America,Monitor,1,81.13,81.13,54.1
1298,2024-07-01,Asia Pacific,Laptop,5,373.77,1868.85,1285.65
1299,2024-09-06,Asia Pacific,Laptop,10,477.16,4771.6,3590.25
1300,2025-02-14,Europe,Mouse,8,424.16,3393.28,2034.81
1301,2024-05-20,Asia Pacific,Webcam,1,201.2,201.2,143.7
1302,2024-08-23,North America,Webcam,9,241.81,2176.29,1690.6
1303,2024-09-30,North America,Webcam,2,99.32,198.64,158.7
1304,2024-08-17,Asia Pacific,Monitor,9,167.86,1510.74,996.03
1305,2025-02-22,Latin America,Mouse,2,131.68,263.36,179.9
1306,2024-08-29,North America,Keyboard,5,107.67,538.35,324.31
1307,2024-05-19,North America,Mouse,3,121.81,365.43,203.61
1308,2024-11-16,Europe,Headphones,5,89.19,445.95,334.35
1309,2024-10-07,Asia Pacific,Webcam,1,464.87,464.87,362.13
1310,2025-04-14,Asia Pacific,Webcam,8,387.27,3098.16,1848.16
1311,2024-07-25,Latin America,Headphones,9,180.37,1623.33,1153.57
1312,2024-08-11,Asia Pacific,Keyboard,5,58.44,292.2,200.7
1313,2024-03-07,Asia Pacific,Webcam,9,482.42,4341.78,2664.82
1314,2024-11-30,Europe,Laptop,9,328.48,2956.32,2177.92
1315,2025-04-24,Latin America,Monitor,9,360.01,3240.09,2172.91
1316,2025-03-20,Europe,Monitor,6,33.85,203.1,124.71
1317,2024-05-20,Europe,Mouse,2,236.94,473.88,369.53
1318,2024-02-19,Latin America,Keyboard,6,484.07,2904.42,1860.38
1319,2024-04-14,Latin America,Mouse,2,373.54,747.08,538.84
1320,2024-10-29,North America,Webcam,7,285.48,1998.36,1358.12
1321,2024-12-22,Europe,Headphones,6,439.46,2636.76,1828.0
1322,2025-02-05,Latin America,Webcam,7,464.11,3248.77,1886.29
1323,2024-01-17,Asia Pacific,Mouse,3,60.76,182.28,96.91
1324,2024-09-14,Latin America,Laptop,2,475.73,951.46,553.33
1325,2024-02-04,North America,Mouse,10,435.44,4354.4,3178.34
1326,2024-09-29,Latin America,Webcam,10,439.27,4392.7,3300.79
1327,2024-03-18,Europe,Keyboard,2,368.86,737.72,423.3
1328,2024-04-30,North America,Mouse,10,343.49,3434.9,2618.79
1329,2025-04-12,Asia Pacific,Webcam,9,207.63,1868.67,1484.31
1330,2024-01-10,Europe,Mouse,4,20.1,80.4,50.76
1331,2024-04-29,North America,Mouse,1,247.84,247.84,156.07
1332,2025-04-16,Asia Pacific,Headphones,10,82.85,828.5,516.76
1333,2024-12-17,Latin America,Monitor,5,119.14,595.7,459.61
1334,2024-08-08,Europe,Monitor,2,264.41,528.82,358.49
1335,2025-05-15,North America,Mouse,1,281.72,281.72,204.4
1336,2024-09-26,North America,Headphones,4,44.13,176.52,125.62
1337,2024-01-26,North America,Monitor,4,91.92,367.68,257.41
1338,2024-03-25,Europe,Webcam,4,293.27,1173.08,668.4
1339,2024-01-01,North America,Headphones,1,207.36,207.36,126.2
1340,2025-05-07,Latin America,Laptop,7,271.33,1899.31,1080.7
1341,2024-11-28,Asia Pacific,Monitor,7,278.12,1946.84,1468.66
